Nodes: 34, Radius: 0.2, Seed: 289604, Edges: 54

(0, 1, 2, 4, 7, 8, 11, 13, 18, 20, 23)
(0, 1, 2, 4, 7, 8, 11, 13, 18, 23, 31)
(0, 1, 2, 4, 7, 8, 11, 13, 20, 23, 32)
(0, 1, 2, 4, 7, 8, 11, 13, 23, 31, 32)
(0, 1, 2, 4, 7, 8, 11, 18, 20, 21, 23)
(0, 1, 2, 4, 7, 8, 11, 18, 20, 23, 26)
(0, 1, 2, 4, 7, 8, 11, 18, 21, 23, 31)
(0, 1, 2, 4, 7, 8, 11, 18, 23, 26, 31)
(0, 1, 2, 4, 7, 8, 11, 20, 21, 23, 32)
(0, 1, 2, 4, 7, 8, 11, 20, 23, 26, 32)
(0, 1, 2, 4, 7, 8, 11, 21, 23, 31, 32)
(0, 1, 2, 4, 7, 8, 11, 23, 26, 31, 32)
(0, 1, 2, 4, 7, 8, 13, 18, 20, 23, 31)
(0, 1, 2, 4, 7, 8, 13, 20, 23, 31, 32)
(0, 1, 2, 4, 7, 8, 18, 20, 21, 23, 31)
(0, 1, 2, 4, 7, 8, 18, 20, 23, 26, 31)
(0, 1, 2, 4, 7, 8, 20, 21, 23, 31, 32)
(0, 1, 2, 4, 7, 8, 20, 23, 26, 31, 32)
(0, 1, 2, 4, 7, 11, 13, 18, 20, 23, 25)
(0, 1, 2, 4, 7, 11, 13, 18, 23, 25, 31)
(0, 1, 2, 4, 7, 11, 13, 20, 23, 25, 32)
(0, 1, 2, 4, 7, 11, 13, 23, 25, 31, 32)
(0, 1, 2, 4, 7, 11, 18, 20, 21, 23, 25)
(0, 1, 2, 4, 7, 11, 18, 20, 23, 25, 26)
(0, 1, 2, 4, 7, 11, 18, 21, 23, 25, 31)
(0, 1, 2, 4, 7, 11, 18, 23, 25, 26, 31)
(0, 1, 2, 4, 7, 11, 20, 21, 23, 25, 32)
(0, 1, 2, 4, 7, 11, 20, 23, 25, 26, 32)
(0, 1, 2, 4, 7, 11, 21, 23, 25, 31, 32)
(0, 1, 2, 4, 7, 11, 23, 25, 26, 31, 32)
(0, 1, 2, 4, 7, 13, 18, 20, 23, 25, 31)
(0, 1, 2, 4, 7, 13, 20, 23, 25, 31, 32)
(0, 1, 2, 4, 7, 18, 20, 21, 23, 25, 31)
(0, 1, 2, 4, 7, 18, 20, 23, 25, 26, 31)
(0, 1, 2, 4, 7, 20, 21, 23, 25, 31, 32)
(0, 1, 2, 4, 7, 20, 23, 25, 26, 31, 32)
(0, 1, 2, 4, 8, 11, 13, 18, 20, 23, 25)
(0, 1, 2, 4, 8, 11, 13, 18, 23, 25, 31)
(0, 1, 2, 4, 8, 11, 13, 20, 23, 25, 32)
(0, 1, 2, 4, 8, 11, 13, 23, 25, 31, 32)
(0, 1, 2, 4, 8, 11, 18, 20, 21, 23, 25)
(0, 1, 2, 4, 8, 11, 18, 20, 23, 25, 26)
(0, 1, 2, 4, 8, 11, 18, 21, 23, 25, 31)
(0, 1, 2, 4, 8, 11, 18, 23, 25, 26, 31)
(0, 1, 2, 4, 8, 11, 20, 21, 23, 25, 32)
(0, 1, 2, 4, 8, 11, 20, 23, 25, 26, 32)
(0, 1, 2, 4, 8, 11, 21, 23, 25, 31, 32)
(0, 1, 2, 4, 8, 11, 23, 25, 26, 31, 32)
(0, 1, 2, 4, 8, 13, 18, 20, 23, 25, 31)
(0, 1, 2, 4, 8, 13, 20, 23, 25, 31, 32)
(0, 1, 2, 4, 8, 18, 20, 21, 23, 25, 31)
(0, 1, 2, 4, 8, 18, 20, 23, 25, 26, 31)
(0, 1, 2, 4, 8, 20, 21, 23, 25, 31, 32)
(0, 1, 2, 4, 8, 20, 23, 25, 26, 31, 32)
(0, 1, 2, 7, 8, 11, 13, 18, 20, 23, 32)
(0, 1, 2, 7, 8, 11, 13, 18, 23, 31, 32)
(0, 1, 2, 7, 8, 11, 18, 20, 21, 23, 32)
(0, 1, 2, 7, 8, 11, 18, 20, 23, 26, 32)
(0, 1, 2, 7, 8, 11, 18, 21, 23, 31, 32)
(0, 1, 2, 7, 8, 11, 18, 23, 26, 31, 32)
(0, 1, 2, 7, 8, 13, 18, 20, 23, 31, 32)
(0, 1, 2, 7, 8, 18, 20, 21, 23, 31, 32)
(0, 1, 2, 7, 8, 18, 20, 23, 26, 31, 32)
(0, 1, 2, 7, 11, 13, 18, 20, 23, 25, 32)
(0, 1, 2, 7, 11, 13, 18, 23, 25, 31, 32)
(0, 1, 2, 7, 11, 18, 20, 21, 23, 25, 32)
(0, 1, 2, 7, 11, 18, 20, 23, 25, 26, 32)
(0, 1, 2, 7, 11, 18, 21, 23, 25, 31, 32)
(0, 1, 2, 7, 11, 18, 23, 25, 26, 31, 32)
(0, 1, 2, 7, 13, 18, 20, 23, 25, 31, 32)
(0, 1, 2, 7, 18, 20, 21, 23, 25, 31, 32)
(0, 1, 2, 7, 18, 20, 23, 25, 26, 31, 32)
(0, 1, 2, 8, 11, 13, 18, 20, 23, 25, 32)
(0, 1, 2, 8, 11, 13, 18, 23, 25, 31, 32)
(0, 1, 2, 8, 11, 18, 20, 21, 23, 25, 32)
(0, 1, 2, 8, 11, 18, 20, 23, 25, 26, 32)
(0, 1, 2, 8, 11, 18, 21, 23, 25, 31, 32)
(0, 1, 2, 8, 11, 18, 23, 25, 26, 31, 32)
(0, 1, 2, 8, 13, 18, 20, 23, 25, 31, 32)
(0, 1, 2, 8, 18, 20, 21, 23, 25, 31, 32)
(0, 1, 2, 8, 18, 20, 23, 25, 26, 31, 32)
(0, 1, 4, 7, 8, 11, 13, 18, 20, 23, 33)
(0, 1, 4, 7, 8, 11, 13, 18, 23, 31, 33)
(0, 1, 4, 7, 8, 11, 13, 20, 23, 32, 33)
(0, 1, 4, 7, 8, 11, 13, 23, 31, 32, 33)
(0, 1, 4, 7, 8, 11, 18, 20, 21, 23, 33)
(0, 1, 4, 7, 8, 11, 18, 20, 23, 26, 33)
(0, 1, 4, 7, 8, 11, 18, 21, 23, 31, 33)
(0, 1, 4, 7, 8, 11, 18, 23, 26, 31, 33)
(0, 1, 4, 7, 8, 11, 20, 21, 23, 32, 33)
(0, 1, 4, 7, 8, 11, 20, 23, 26, 32, 33)
(0, 1, 4, 7, 8, 11, 21, 23, 31, 32, 33)
(0, 1, 4, 7, 8, 11, 23, 26, 31, 32, 33)
(0, 1, 4, 7, 8, 13, 18, 20, 23, 31, 33)
(0, 1, 4, 7, 8, 13, 20, 23, 31, 32, 33)
(0, 1, 4, 7, 8, 18, 20, 21, 23, 31, 33)
(0, 1, 4, 7, 8, 18, 20, 23, 26, 31, 33)
(0, 1, 4, 7, 8, 20, 21, 23, 31, 32, 33)
(0, 1, 4, 7, 8, 20, 23, 26, 31, 32, 33)
(0, 1, 4, 7, 11, 13, 18, 20, 23, 25, 33)
(0, 1, 4, 7, 11, 13, 18, 23, 25, 31, 33)
(0, 1, 4, 7, 11, 13, 20, 23, 25, 32, 33)
(0, 1, 4, 7, 11, 13, 23, 25, 31, 32, 33)
(0, 1, 4, 7, 11, 18, 20, 21, 23, 25, 33)
(0, 1, 4, 7, 11, 18, 20, 23, 25, 26, 33)
