Nodes: 34, Radius: 0.2, Seed: 763785, Edges: 65

(1, 18, 19, 21, 24, 27, 30)
(1, 18, 19, 21, 24, 27, 33)
(1, 18, 19, 21, 27, 30, 32)
(1, 18, 19, 21, 27, 32, 33)
(1, 18, 19, 24, 25, 27, 30)
(1, 18, 19, 24, 25, 27, 33)
(1, 18, 19, 25, 27, 30, 32)
(1, 18, 19, 25, 27, 32, 33)
(1, 18, 21, 24, 27, 29, 30)
(1, 18, 21, 24, 27, 29, 33)
(1, 18, 21, 27, 29, 30, 32)
(1, 18, 21, 27, 29, 32, 33)
(1, 18, 24, 25, 27, 29, 30)
(1, 18, 24, 25, 27, 29, 33)
(1, 18, 25, 27, 29, 30, 32)
(1, 18, 25, 27, 29, 32, 33)
(1, 19, 21, 24, 27, 30, 32)
(1, 19, 21, 24, 27, 32, 33)
(1, 19, 24, 25, 27, 30, 32)
(1, 19, 24, 25, 27, 32, 33)
(1, 21, 24, 27, 29, 30, 32)
(1, 21, 24, 27, 29, 32, 33)
(1, 24, 25, 27, 29, 30, 32)
(1, 24, 25, 27, 29, 32, 33)
(2, 5, 18, 19, 21, 24, 30)
(2, 5, 18, 19, 21, 24, 33)
(2, 5, 18, 19, 21, 30, 32)
(2, 5, 18, 19, 21, 32, 33)
(2, 5, 18, 19, 24, 25, 30)
(2, 5, 18, 19, 24, 25, 33)
(2, 5, 18, 19, 25, 30, 32)
(2, 5, 18, 19, 25, 32, 33)
(2, 5, 18, 21, 24, 29, 30)
(2, 5, 18, 21, 24, 29, 33)
(2, 5, 18, 21, 29, 30, 32)
(2, 5, 18, 21, 29, 32, 33)
(2, 5, 18, 24, 25, 29, 30)
(2, 5, 18, 24, 25, 29, 33)
(2, 5, 18, 25, 29, 30, 32)
(2, 5, 18, 25, 29, 32, 33)
(2, 5, 19, 21, 24, 30, 32)
(2, 5, 19, 21, 24, 32, 33)
(2, 5, 19, 24, 25, 30, 32)
(2, 5, 19, 24, 25, 32, 33)
(2, 5, 21, 24, 29, 30, 32)
(2, 5, 21, 24, 29, 32, 33)
(2, 5, 24, 25, 29, 30, 32)
(2, 5, 24, 25, 29, 32, 33)
(2, 7, 18, 19, 21, 24, 30)
(2, 7, 18, 19, 21, 24, 33)
(2, 7, 18, 19, 21, 30, 32)
(2, 7, 18, 19, 21, 32, 33)
(2, 7, 18, 19, 24, 25, 30)
(2, 7, 18, 19, 24, 25, 33)
(2, 7, 18, 19, 25, 30, 32)
(2, 7, 18, 19, 25, 32, 33)
(2, 7, 18, 21, 24, 29, 30)
(2, 7, 18, 21, 24, 29, 33)
(2, 7, 18, 21, 29, 30, 32)
(2, 7, 18, 21, 29, 32, 33)
(2, 7, 18, 24, 25, 29, 30)
(2, 7, 18, 24, 25, 29, 33)
(2, 7, 18, 25, 29, 30, 32)
(2, 7, 18, 25, 29, 32, 33)
(2, 7, 19, 21, 24, 30, 32)
(2, 7, 19, 21, 24, 32, 33)
(2, 7, 19, 24, 25, 30, 32)
(2, 7, 19, 24, 25, 32, 33)
(2, 7, 21, 24, 29, 30, 32)
(2, 7, 21, 24, 29, 32, 33)
(2, 7, 24, 25, 29, 30, 32)
(2, 7, 24, 25, 29, 32, 33)
(2, 17, 18, 19, 21, 24, 30)
(2, 17, 18, 19, 21, 24, 33)
(2, 17, 18, 19, 21, 30, 32)
(2, 17, 18, 19, 21, 32, 33)
(2, 17, 18, 19, 24, 25, 30)
(2, 17, 18, 19, 24, 25, 33)
(2, 17, 18, 19, 25, 30, 32)
(2, 17, 18, 19, 25, 32, 33)
(2, 17, 18, 21, 24, 29, 30)
(2, 17, 18, 21, 24, 29, 33)
(2, 17, 18, 21, 29, 30, 32)
(2, 17, 18, 21, 29, 32, 33)
(2, 17, 18, 24, 25, 29, 30)
(2, 17, 18, 24, 25, 29, 33)
(2, 17, 18, 25, 29, 30, 32)
(2, 17, 18, 25, 29, 32, 33)
(2, 17, 19, 21, 24, 30, 32)
(2, 17, 19, 21, 24, 32, 33)
(2, 17, 19, 24, 25, 30, 32)
(2, 17, 19, 24, 25, 32, 33)
(2, 17, 21, 24, 29, 30, 32)
(2, 17, 21, 24, 29, 32, 33)
(2, 17, 24, 25, 29, 30, 32)
(2, 17, 24, 25, 29, 32, 33)
(2, 18, 19, 21, 22, 24, 30)
(2, 18, 19, 21, 22, 24, 33)
(2, 18, 19, 21, 22, 30, 32)
(2, 18, 19, 21, 22, 32, 33)
(2, 18, 19, 21, 23, 24, 30)
(2, 18, 19, 21, 23, 24, 33)
(2, 18, 19, 21, 23, 30, 32)
(2, 18, 19, 21, 23, 32, 33)
(2, 18, 19, 21, 24, 26, 30)
(2, 18, 19, 21, 24, 26, 33)
(2, 18, 19, 21, 24, 27, 30)
(2, 18, 19, 21, 24, 27, 33)
(2, 18, 19, 21, 26, 30, 32)
(2, 18, 19, 21, 26, 32, 33)
(2, 18, 19, 21, 27, 30, 32)
(2, 18, 19, 21, 27, 32, 33)
(2, 18, 19, 22, 24, 25, 30)
(2, 18, 19, 22, 24, 25, 33)
(2, 18, 19, 22, 25, 30, 32)
(2, 18, 19, 22, 25, 32, 33)
(2, 18, 19, 23, 24, 25, 30)
(2, 18, 19, 23, 24, 25, 33)
(2, 18, 19, 23, 25, 30, 32)
(2, 18, 19, 23, 25, 32, 33)
(2, 18, 19, 24, 25, 26, 30)
(2, 18, 19, 24, 25, 26, 33)
(2, 18, 19, 24, 25, 27, 30)
(2, 18, 19, 24, 25, 27, 33)
(2, 18, 19, 25, 26, 30, 32)
(2, 18, 19, 25, 26, 32, 33)
(2, 18, 19, 25, 27, 30, 32)
(2, 18, 19, 25, 27, 32, 33)
(2, 18, 21, 22, 24, 29, 30)
(2, 18, 21, 22, 24, 29, 33)
(2, 18, 21, 22, 29, 30, 32)
(2, 18, 21, 22, 29, 32, 33)
(2, 18, 21, 23, 24, 29, 30)
(2, 18, 21, 23, 24, 29, 33)
(2, 18, 21, 23, 29, 30, 32)
(2, 18, 21, 23, 29, 32, 33)
(2, 18, 21, 24, 26, 29, 30)
(2, 18, 21, 24, 26, 29, 33)
(2, 18, 21, 24, 27, 29, 30)
(2, 18, 21, 24, 27, 29, 33)
(2, 18, 21, 26, 29, 30, 32)
(2, 18, 21, 26, 29, 32, 33)
(2, 18, 21, 27, 29, 30, 32)
(2, 18, 21, 27, 29, 32, 33)
(2, 18, 22, 24, 25, 29, 30)
(2, 18, 22, 24, 25, 29, 33)
(2, 18, 22, 25, 29, 30, 32)
(2, 18, 22, 25, 29, 32, 33)
(2, 18, 23, 24, 25, 29, 30)
(2, 18, 23, 24, 25, 29, 33)
(2, 18, 23, 25, 29, 30, 32)
(2, 18, 23, 25, 29, 32, 33)
(2, 18, 24, 25, 26, 29, 30)
(2, 18, 24, 25, 26, 29, 33)
(2, 18, 24, 25, 27, 29, 30)
(2, 18, 24, 25, 27, 29, 33)
(2, 18, 25, 26, 29, 30, 32)
(2, 18, 25, 26, 29, 32, 33)
(2, 18, 25, 27, 29, 30, 32)
(2, 18, 25, 27, 29, 32, 33)
(2, 19, 21, 22, 24, 30, 32)
(2, 19, 21, 22, 24, 32, 33)
(2, 19, 21, 23, 24, 30, 32)
(2, 19, 21, 23, 24, 32, 33)
(2, 19, 21, 24, 26, 30, 32)
(2, 19, 21, 24, 26, 32, 33)
