Nodes: 34, Radius: 0.2, Seed: 657341, Edges: 52

(1, 3, 5, 8, 12, 13, 14, 19, 24, 25)
(1, 3, 5, 8, 12, 13, 14, 19, 24, 27)
(1, 3, 5, 8, 12, 13, 14, 19, 25, 26)
(1, 3, 5, 8, 12, 13, 14, 19, 26, 27)
(1, 3, 5, 8, 12, 13, 14, 24, 25, 31)
(1, 3, 5, 8, 12, 13, 14, 24, 27, 31)
(1, 3, 5, 8, 12, 13, 14, 25, 26, 31)
(1, 3, 5, 8, 12, 13, 14, 26, 27, 31)
(1, 3, 5, 8, 12, 13, 18, 19, 24, 25)
(1, 3, 5, 8, 12, 13, 18, 19, 24, 27)
(1, 3, 5, 8, 12, 13, 18, 19, 25, 26)
(1, 3, 5, 8, 12, 13, 18, 19, 26, 27)
(1, 3, 5, 8, 12, 13, 18, 24, 25, 31)
(1, 3, 5, 8, 12, 13, 18, 24, 27, 31)
(1, 3, 5, 8, 12, 13, 18, 25, 26, 31)
(1, 3, 5, 8, 12, 13, 18, 26, 27, 31)
(1, 3, 5, 8, 12, 14, 19, 20, 24, 25)
(1, 3, 5, 8, 12, 14, 19, 20, 24, 27)
(1, 3, 5, 8, 12, 14, 19, 20, 25, 26)
(1, 3, 5, 8, 12, 14, 19, 20, 26, 27)
(1, 3, 5, 8, 12, 14, 20, 24, 25, 31)
(1, 3, 5, 8, 12, 14, 20, 24, 27, 31)
(1, 3, 5, 8, 12, 14, 20, 25, 26, 31)
(1, 3, 5, 8, 12, 14, 20, 26, 27, 31)
(1, 3, 5, 8, 12, 18, 19, 20, 24, 25)
(1, 3, 5, 8, 12, 18, 19, 20, 24, 27)
(1, 3, 5, 8, 12, 18, 19, 20, 25, 26)
(1, 3, 5, 8, 12, 18, 19, 20, 26, 27)
(1, 3, 5, 8, 12, 18, 20, 24, 25, 31)
(1, 3, 5, 8, 12, 18, 20, 24, 27, 31)
(1, 3, 5, 8, 12, 18, 20, 25, 26, 31)
(1, 3, 5, 8, 12, 18, 20, 26, 27, 31)
(1, 3, 5, 8, 13, 14, 17, 19, 24, 25)
(1, 3, 5, 8, 13, 14, 17, 19, 24, 27)
(1, 3, 5, 8, 13, 14, 17, 19, 25, 26)
(1, 3, 5, 8, 13, 14, 17, 19, 26, 27)
