Nodes: 34, Radius: 0.2, Seed: 439468, Edges: 52

(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 20, 24, 26)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 20, 24, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 20, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 20, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 24, 25, 26)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 24, 25, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 24, 26, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 24, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 25, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 25, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 26, 27, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 13, 27, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 20, 24, 26, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 20, 24, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 20, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 20, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 24, 25, 26, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 24, 25, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 24, 26, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 24, 29, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 25, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 25, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 26, 27, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 8, 27, 29, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 20, 24, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 20, 24, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 24, 25, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 24, 25, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 24, 26, 27, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 13, 24, 27, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 7, 20, 24, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 20, 24, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 24, 25, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 24, 25, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 24, 26, 27, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 7, 24, 27, 29, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 20, 21, 24, 26)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 20, 21, 24, 29)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 20, 21, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 20, 21, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 24, 25, 26)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 24, 25, 29)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 24, 26, 31)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 24, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 25, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 25, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 26, 27, 31)
(0, 1, 2, 3, 4, 5, 6, 8, 13, 21, 27, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 8, 20, 21, 24, 26, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 20, 21, 24, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 20, 21, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 20, 21, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 24, 25, 26, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 24, 25, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 24, 26, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 24, 29, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 25, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 25, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 26, 27, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 8, 21, 27, 29, 31, 33)
(0, 1, 2, 3, 4, 5, 6, 13, 20, 21, 24, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 13, 20, 21, 24, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 13, 21, 24, 25, 26, 27)
(0, 1, 2, 3, 4, 5, 6, 13, 21, 24, 25, 27, 29)
(0, 1, 2, 3, 4, 5, 6, 13, 21, 24, 26, 27, 31)
(0, 1, 2, 3, 4, 5, 6, 13, 21, 24, 27, 29, 31)
(0, 1, 2, 3, 4, 5, 6, 20, 21, 24, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 20, 21, 24, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 21, 24, 25, 26, 27, 33)
(0, 1, 2, 3, 4, 5, 6, 21, 24, 25, 27, 29, 33)
(0, 1, 2, 3, 4, 5, 6, 21, 24, 26, 27, 31, 33)
